hotel_id,numero_habitacion,tipo
89307,24,Doble
89307,25,Doble
,26,Suite
89307,27,Cuadruple
89307,28,Sencilla
89307,29,
89307,30,Cuadruple
89307,31,Matrimonial
89307,32,Doble
89307,33,Sencilla
89307,34,
89307,35,Cuadruple
89307,36,Suite
89307,37,Triple
89307,38,Sencilla
89307,39,Triple
89313,,Cuadruple
89313,,Doble
89313,,Doble
,18,Sencilla
89313,,Triple
89315,0,Sencilla
89315,1,Sencilla
89315,2,Doble
89315,3,Suite
89315,4,Matrimonial
89315,5,Suite
89315,6,
89315,7,Cuadruple
89315,8,Suite
89315,9,Sencilla
89315,10,Sencilla
89315,11,Doble
,12,Doble
89315,13,Cuadruple
89315,14,Triple
89315,15,Sencilla
89315,16,Sencilla
89315,,Doble
89315,18,Doble
,9,
89327,,Cuadruple
,23,Sencilla
89327,,Sencilla
,31,Cuadruple
89332,0,Suite
89332,1,
89332,2,Cuadruple
89332,3,Matrimonial
89332,4,Suite
89332,5,Sencilla
89332,6,Triple
89332,7,Cuadruple
89332,8,Matrimonial
89332,9,Cuadruple
89332,10,Sencilla
89332,11,Matrimonial
89332,12,Triple
89332,13,
89332,14,Suite
89332,15,Cuadruple
89332,,Cuadruple
89332,17,Doble
89332,18,Triple
89332,19,Cuadruple
89332,20,Triple
,21,Cuadruple
89332,22,Cuadruple
89332,23,Cuadruple
89332,24,Sencilla
89332,25,Triple
89332,26,Doble
89332,27,Triple
89332,28,Matrimonial
89332,29,Sencilla
89332,30,Cuadruple
89332,31,Suite
,32,
89332,33,Matrimonial
89332,34,Suite
89332,35,Suite
89332,36,Doble
89332,37,Matrimonial
89338,0,Cuadruple
89338,1,Triple
89338,2,
89338,3,Cuadruple
,4,Matrimonial
89338,5,Cuadruple
89338,6,Cuadruple
,7,Sencilla
89338,8,Triple
89338,9,Doble
,10,Doble
89338,11,Sencilla
89338,12,
89338,13,Cuadruple
89338,14,Doble
89338,15,Triple
89338,16,Doble
89338,17,Triple
89338,18,Suite
89338,19,Matrimonial
,20,Triple
89338,21,Sencilla
89338,22,Doble
89338,23,Matrimonial
89338,24,
89338,25,Doble
89338,26,Suite
89338,27,Triple
89338,28,Sencilla
89338,29,Suite
89338,30,Cuadruple
89338,31,Triple
89338,32,Triple
89338,33,Cuadruple
89338,34,Matrimonial
89338,35,Matrimonial
89340,,Cuadruple
89346,0,Cuadruple
89346,1,Cuadruple
89346,2,Suite
89346,3,Sencilla
89346,4,Matrimonial
89346,5,Sencilla
89346,6,Sencilla
89346,7,Doble
89346,8,
89346,9,Sencilla
89346,10,Sencilla
89346,11,Cuadruple
89346,12,Cuadruple
89348,0,Sencilla
89348,1,Triple
89348,2,Cuadruple
89348,3,Suite
89348,4,Matrimonial
89348,5,Matrimonial
89348,6,Cuadruple
,7,Triple
89348,8,Sencilla
89348,9,Doble
89348,10,Sencilla
89348,11,Suite
89348,12,
89348,13,Matrimonial
89348,14,Cuadruple
89348,15,Triple
89348,16,Cuadruple
89348,17,Doble
89348,18,Cuadruple
89348,19,Triple
89348,20,
89348,21,Suite
89348,22,
89348,,Doble
89348,24,Cuadruple
89348,25,Matrimonial
89348,26,Matrimonial
89348,27,Doble
89348,,Doble
89348,29,Triple
89348,30,Cuadruple
89348,31,Sencilla
89348,32,
89348,33,Matrimonial
89348,34,Matrimonial
89348,35,Matrimonial
89348,36,Doble
89348,37,Suite
89348,38,Cuadruple
89348,39,Cuadruple
89352,0,Sencilla
89352,1,Matrimonial
89352,2,Cuadruple
,3,Suite
89352,,Doble
89352,,Triple
89352,6,Matrimonial
89352,7,Triple
89352,8,Cuadruple
89352,9,Doble
89352,10,Sencilla
89352,11,Matrimonial
89362,,Matrimonial
89362,,Suite
89362,,Sencilla
,32,Doble
89364,0,Sencilla
89364,1,Doble
89364,2,Sencilla
89364,3,Triple
89364,,Matrimonial
89364,5,Triple
89364,6,Sencilla
89364,7,Triple
89364,8,Suite
89364,9,Sencilla
89364,10,Matrimonial
89364,11,
89364,12,Suite
89386,0,Triple
,1,Matrimonial
89386,2,Cuadruple
89386,3,Matrimonial
89386,4,Matrimonial
89386,5,Sencilla
89386,6,Cuadruple
89386,7,Triple
89386,8,
89386,9,Doble
89386,10,Sencilla
89386,11,Triple
89386,12,Doble
89386,13,Triple
89386,14,Matrimonial
89386,15,Sencilla
89386,16,Doble
89386,17,Matrimonial
89386,18,Triple
89391,0,Suite
89391,1,Suite
89391,2,Matrimonial
89391,3,Sencilla
89391,,Cuadruple
89391,5,Suite
89391,6,Matrimonial
89391,7,Sencilla
89391,8,Matrimonial
89391,9,Cuadruple
,10,Doble
89391,11,Triple
89391,12,Matrimonial
89391,13,Cuadruple
89391,14,Doble
89391,15,Suite
89391,16,Doble
89391,17,Triple
89391,18,Suite
89391,,Cuadruple
89391,20,Matrimonial
89391,21,Doble
89400,0,Suite
89400,1,Suite
89400,2,Matrimonial
89400,3,Triple
89400,4,Matrimonial
89400,5,Sencilla
89400,6,Cuadruple
,7,Doble
89400,8,Cuadruple
89400,9,Suite
89400,,Sencilla
89400,11,Sencilla
89400,12,Suite
89400,13,Suite
89400,,Matrimonial
89400,15,Sencilla
89400,16,Triple
89400,17,Sencilla
89400,18,Sencilla
89400,19,Matrimonial
89400,20,Sencilla
89400,,Triple
89400,22,Matrimonial
89400,23,
89400,24,Suite
89402,0,Triple
89402,1,Cuadruple
89402,2,Triple
89402,3,Suite
89402,,Sencilla
89402,5,Doble
89402,6,Triple
89402,7,Triple
89402,8,Matrimonial
89402,9,Doble
89402,,Matrimonial
89402,11,Doble
89402,12,Doble
,13,Cuadruple
89402,,Doble
89402,15,Doble
89402,16,Matrimonial
89402,17,Matrimonial
89402,18,Doble
89402,19,Suite
89402,20,Doble
89402,21,Triple
89402,,Matrimonial
89402,23,Sencilla
89402,24,Sencilla
89402,25,Matrimonial
89402,26,Sencilla
89402,27,Cuadruple
89402,28,Doble
89402,,
89402,30,Matrimonial
89402,31,Sencilla
89412,0,Matrimonial
89412,1,Triple
89412,,Suite
89412,3,Doble
89412,4,Sencilla
89412,5,Cuadruple
89412,6,Cuadruple
,,Doble
89412,8,Suite
89412,9,Sencilla
89412,10,Triple
89412,11,Doble
89412,12,Doble
89412,13,Sencilla
,,Matrimonial
89412,15,Cuadruple
89412,16,Suite
89412,17,Suite
89412,18,Cuadruple
89412,19,Triple
89412,20,Doble
89412,21,Matrimonial
89412,22,Cuadruple
89412,23,Triple
89412,24,Triple
89412,25,Matrimonial
89412,26,Doble
89412,27,Sencilla
89422,0,Sencilla
89422,1,Matrimonial
89422,2,Doble
,3,Triple
89422,4,Matrimonial
89422,5,Cuadruple
89422,6,Matrimonial
89422,,Matrimonial
89422,8,
89422,9,Matrimonial
89422,10,Triple
89422,11,Cuadruple
89422,12,Sencilla
89422,13,Sencilla
89422,14,Cuadruple
89422,15,
89422,16,Triple
89422,17,Triple
89422,18,Cuadruple
89422,19,Suite
,20,Triple
89422,21,Doble
89422,22,Suite
89422,23,Doble
,24,Sencilla
89422,25,Suite
89422,26,Matrimonial
89422,27,Suite
89422,28,Matrimonial
89422,29,Sencilla
89422,30,Triple
89422,31,Triple
89422,32,Cuadruple
89422,,Sencilla
89422,34,Matrimonial
89422,35,
89438,0,Cuadruple
89438,1,Matrimonial
89438,2,Doble
89438,3,Suite
89438,4,Matrimonial
89438,5,Triple
89438,6,Matrimonial
,7,
89438,8,Matrimonial
89438,9,Sencilla
89438,10,Sencilla
89438,11,Suite
89438,12,Matrimonial
89438,13,Sencilla
89438,14,Cuadruple
89438,15,Triple
89438,16,Cuadruple
89438,17,Sencilla
89438,18,
89438,19,
89438,20,Cuadruple
89438,21,Suite
89438,22,Triple
89438,23,Sencilla
89438,24,Matrimonial
89438,25,
89438,26,Sencilla
89438,27,Triple
,28,Cuadruple
89438,29,Suite
89438,30,Triple
89449,0,Doble
89449,1,Suite
89449,2,Sencilla
89449,3,Sencilla
89449,4,Suite
89449,5,Triple
89449,6,Triple
89449,7,Doble
89449,8,Suite
89449,9,Matrimonial
89449,10,Doble
89449,11,Doble
89449,12,Doble
89449,13,Doble
89449,14,Suite
89449,15,Sencilla
89449,,Suite
89449,17,Suite
89449,18,Sencilla
89449,19,Cuadruple
89449,20,Suite
89449,21,Sencilla
89449,22,Doble
89449,23,Cuadruple
89449,24,Matrimonial
89449,,Cuadruple
89449,26,Sencilla
89449,,Doble
89452,,Doble
89452,,Matrimonial
,15,Doble
89467,0,Matrimonial
89467,,
,2,Suite
89467,3,Sencilla
,4,Matrimonial
89467,5,Sencilla
89467,6,Matrimonial
89467,7,Sencilla
89467,8,
89467,9,Suite
89467,10,Matrimonial
89467,11,Triple
,12,Cuadruple
89467,13,Matrimonial
89467,14,Suite
89467,15,Suite
89467,16,Triple
89467,17,Matrimonial
89467,18,Triple
89467,,Suite
89467,20,Sencilla
89467,21,Sencilla
89467,,Suite
89467,23,Suite
89467,24,Suite
,25,Doble
89467,26,Sencilla
89467,27,Suite
89467,,Doble
89467,29,Doble
89467,30,Doble
89467,31,Matrimonial
89467,32,Suite
89467,33,Cuadruple
89467,34,Matrimonial
89467,35,Sencilla
89467,36,Doble
89476,0,Matrimonial
89476,1,Suite
89476,2,Cuadruple
89476,3,Doble
89476,,Doble
89476,5,Sencilla
89476,6,Sencilla
89476,7,Suite
89476,8,Doble
,9,Matrimonial
89476,10,Suite
89476,11,Sencilla
89476,12,Cuadruple
89476,,Matrimonial
89476,14,Cuadruple
89476,15,Doble
89476,16,Triple
89476,17,Doble
89476,18,Matrimonial
89476,19,Sencilla
89476,,Sencilla
89476,21,Matrimonial
89476,22,Doble
89476,23,
89476,24,Doble
89476,,Doble
89476,26,Doble
89479,0,Doble
89479,1,Cuadruple
89479,2,Suite
89479,3,Doble
89479,,Suite
89479,5,Triple
89479,6,Suite
,7,Matrimonial
,8,Sencilla
89479,9,Triple
89479,10,Matrimonial
89479,11,Triple
89479,12,Matrimonial
89479,,Matrimonial
89479,14,Suite
89479,15,Doble
,16,Matrimonial
89479,17,Suite
89479,18,Matrimonial
,19,
89479,20,Suite
89479,21,Matrimonial
89479,22,Cuadruple
89479,23,
89479,24,Doble
89479,25,Matrimonial
89479,26,Cuadruple
89479,27,
89479,,Triple
89485,0,Sencilla
89485,1,Triple
89485,2,Matrimonial
89485,3,Cuadruple
89485,4,Matrimonial
89485,5,Sencilla
89485,6,Sencilla
89485,7,Triple
89485,8,Doble
89485,9,Triple
89485,10,Matrimonial
89485,11,Matrimonial
89485,,Matrimonial
89485,13,Doble
89485,14,Cuadruple
89485,15,Cuadruple
89485,16,Suite
89485,17,Cuadruple
89485,18,Triple
89485,19,Suite
89485,20,Sencilla
89485,21,Sencilla
,22,Matrimonial
89485,23,Doble
89485,24,Cuadruple
89489,0,Sencilla
89489,1,Triple
89489,2,Doble
89489,3,Triple
89489,4,Cuadruple
89489,5,Matrimonial
89489,6,Doble
89489,,Matrimonial
89489,8,Triple
89489,9,Doble
89489,10,Cuadruple
89489,11,Cuadruple
89489,,Cuadruple
89489,13,
89489,14,Triple
89489,15,Triple
89489,16,
89489,,Sencilla
89489,18,Sencilla
89489,19,Cuadruple
,20,Doble
89489,,Triple
89489,22,
89489,23,Matrimonial
89489,24,Sencilla
89489,25,Doble
89489,26,Cuadruple
89489,27,Cuadruple
89489,28,Matrimonial
89489,,Suite
89489,30,Triple
89489,31,Doble
89489,32,Cuadruple
89489,33,Doble
89489,34,
,35,Doble
89489,36,Cuadruple
89489,37,Matrimonial
89489,38,Matrimonial
89504,,Doble
,,Suite
89504,,Cuadruple
89517,0,Suite
89517,1,Doble
89517,2,Cuadruple
89517,,Matrimonial
89517,4,Cuadruple
89517,5,Cuadruple
89517,6,Suite
,7,Triple
89517,,Matrimonial
89517,9,Cuadruple
89517,10,Doble
89517,11,Sencilla
89517,12,Cuadruple
89517,13,Suite
89517,14,Cuadruple
89517,15,Cuadruple
89517,16,Matrimonial
89517,17,Cuadruple
,18,Sencilla
89517,19,Sencilla
89517,20,Doble
89517,21,Sencilla
89517,,Matrimonial
89517,23,Matrimonial
89517,24,Cuadruple
89517,25,Cuadruple
89517,26,Matrimonial
89517,27,Cuadruple
89517,28,
89517,29,Doble
89517,30,Cuadruple
89517,31,Cuadruple
89517,32,Cuadruple
,33,Doble
89517,,Doble
89527,0,Matrimonial
89527,1,Triple
89527,2,Suite
89527,3,
89527,4,Sencilla
89527,5,Triple
89527,6,Cuadruple
89527,7,Doble
89527,8,Cuadruple
89527,9,Triple
89527,10,Sencilla
89527,,Triple
,12,Suite
89527,13,Triple
89527,14,Triple
89527,15,Triple
89527,16,Cuadruple
89527,17,
89527,18,Triple
89527,19,Doble
89533,0,Matrimonial
89533,1,Doble
89533,2,Triple
89533,3,Doble
,4,Sencilla
89533,5,Doble
89533,6,Suite
89533,7,Suite
89533,8,Cuadruple
89533,9,Suite
89533,10,Matrimonial
89533,11,
89533,12,Doble
89533,13,Triple
89533,14,Matrimonial
89538,,Doble
,8,Doble
,12,Suite
,0,Doble
89553,1,Cuadruple
89553,2,Matrimonial
89553,3,Suite
89553,4,Sencilla
89553,5,Doble
89553,6,
,7,Suite
89553,8,Matrimonial
89553,9,
89553,10,Doble
89553,11,Matrimonial
89553,12,Matrimonial
89553,13,Sencilla
89553,14,Matrimonial
89553,,Cuadruple
89553,,Matrimonial
89553,17,Doble
89553,18,Triple
89553,19,Matrimonial
89553,20,Matrimonial
89553,21,Doble
89553,22,Triple
89553,23,Doble
89553,24,Matrimonial
89553,26,Cuadruple
,27,Sencilla
89553,28,
89553,29,Cuadruple
89553,30,Sencilla
89553,31,Cuadruple
89553,32,
89553,33,Sencilla
89553,34,Triple
89553,35,Suite
89553,36,Triple
89553,37,Cuadruple
89553,38,Triple
89553,39,Triple
89565,,Suite
89565,,Cuadruple
89607,1,Doble
89607,2,Sencilla
89607,3,Cuadruple
89607,,
89607,5,Sencilla
89607,6,Suite
89607,7,Suite
89607,8,Triple
89607,9,Suite
,10,
89607,11,Matrimonial
89607,12,Triple
89607,13,Sencilla
89607,14,Matrimonial
89607,15,
89607,16,Doble
89607,17,Suite
89615,0,Suite
89615,1,Suite
89615,2,Matrimonial
89615,3,Suite
89615,4,Doble
89615,5,Triple
89615,6,Doble
89615,7,Cuadruple
89615,8,Matrimonial
89615,9,Triple
89615,10,Suite
89615,11,
89615,12,Matrimonial
89615,13,Matrimonial
89615,14,Cuadruple
89615,15,Cuadruple
89615,16,Triple
89615,17,Suite
89615,18,Triple
89615,19,Doble
89615,20,Suite
89615,21,Cuadruple
89615,22,Triple
89615,23,Doble
89615,,Doble
89615,25,Suite
89615,26,Doble
89615,27,Triple
,28,Matrimonial
89615,,Sencilla
89615,30,Sencilla
89615,31,Triple
,32,Suite
89626,,Cuadruple
,4,Matrimonial
,5,Matrimonial
,13,Cuadruple
,14,Cuadruple
89654,,Cuadruple
89657,0,Suite
89657,1,Doble
89657,2,Triple
89657,3,Sencilla
89657,4,Triple
89657,5,Doble
89657,6,Cuadruple
89657,7,Sencilla
89657,,Triple
89657,9,Triple
89657,10,Suite
89657,11,Suite
89657,12,Triple
89657,13,Doble
89657,14,Matrimonial
89657,15,Cuadruple
89657,16,Triple
89657,17,Matrimonial
89657,18,Doble
89657,19,Sencilla
89657,20,Triple
,21,Matrimonial
89657,22,Doble
89657,23,Matrimonial
89657,24,Suite
89657,25,Suite
89657,26,Suite
89657,27,Cuadruple
89660,0,Cuadruple
89660,1,Sencilla
89660,2,Triple
89660,3,Doble
89660,4,Sencilla
89660,5,Matrimonial
89660,6,Matrimonial
89660,7,Sencilla
89660,8,Suite
89660,9,Doble
89660,10,Triple
89660,11,Cuadruple
,12,Triple
89660,13,Matrimonial
89660,14,
89660,15,Cuadruple
,16,Cuadruple
89660,17,Suite
89660,18,
89660,19,Suite
89660,20,Doble
89660,21,Sencilla
89660,22,Matrimonial
89660,,Matrimonial
89660,,Cuadruple
,2,Matrimonial
89672,,Cuadruple
,13,Triple
154968,16,
89672,,Cuadruple
,0,Suite
89674,1,Doble
89674,2,Doble
89674,3,Suite
89674,4,Sencilla
89674,5,Triple
89674,6,Matrimonial
89674,7,Suite
89674,8,Sencilla
89674,9,Triple
89674,10,Cuadruple
89674,11,Matrimonial
89674,,Triple
89674,13,Doble
89674,14,Doble
89674,15,Matrimonial
89674,16,Doble
89674,17,Triple
89674,18,
89674,19,Matrimonial
89674,20,Triple
89674,21,Cuadruple
89674,22,Suite
89674,23,Cuadruple
,24,Sencilla
89674,25,Matrimonial
89674,26,Suite
89674,27,Triple
89699,0,Suite
89699,1,Sencilla
,2,Cuadruple
89699,3,Suite
89699,4,Sencilla
89699,5,Sencilla
89699,6,Suite
,7,Sencilla
89699,8,Matrimonial
89699,9,Sencilla
89699,10,Suite
89699,11,
89699,12,Sencilla
89699,13,Matrimonial
89699,14,Triple
89699,15,Suite
89699,16,Triple
89699,17,Doble
89699,18,Doble
89699,19,Suite
89699,20,Doble
89699,21,Matrimonial
89699,,Matrimonial
89699,23,Sencilla
89699,24,Triple
89699,25,Sencilla
89699,26,Matrimonial
89699,,Cuadruple
89699,28,
89699,,Triple
89699,30,Matrimonial
89699,31,Suite
89699,32,Doble
89699,33,Suite
89699,34,Doble
89699,35,Matrimonial
89699,36,Suite
89699,37,Doble
89699,38,Triple
89718,,
89718,,Suite
89724,0,Matrimonial
89724,1,Triple
89724,2,Matrimonial
89724,3,
89724,4,Matrimonial
89724,5,Cuadruple
89724,6,Matrimonial
89724,7,Sencilla
89724,8,
89724,,Sencilla
89724,10,Sencilla
89724,11,Suite
89724,12,Matrimonial
89724,13,Matrimonial
89724,14,Matrimonial
,15,Suite
89724,16,Suite
89724,17,Suite
89724,18,Sencilla
89724,19,Doble
89724,20,Sencilla
89724,21,Cuadruple
,,Cuadruple
,23,Matrimonial
89724,24,Suite
89724,25,Doble
89724,,Doble
89724,27,Matrimonial
89724,28,Matrimonial
89724,29,
89724,30,
89724,31,Cuadruple
89724,32,Suite
,33,Suite
89729,0,Matrimonial
,,Doble
89729,2,
89729,3,Matrimonial
89729,4,Matrimonial
89729,,Triple
89729,6,Sencilla
89729,7,Matrimonial
89729,8,
89729,9,Suite
89729,10,Cuadruple
89729,11,Sencilla
89729,12,Triple
89729,13,Matrimonial
89729,14,Doble
89729,15,Suite
89729,16,Doble
89729,17,Triple
89729,18,Triple
89729,19,
89729,20,Triple
89729,,Suite
89729,22,Matrimonial
89729,23,Sencilla
,,Triple
89729,,Suite
89729,,
,27,Matrimonial
89729,28,Doble
89729,29,Suite
89729,30,Doble
89729,31,Matrimonial
89729,32,Sencilla
89729,33,Suite
89729,34,Suite
89729,35,Suite
89729,36,Suite
89729,37,Triple
89746,0,Triple
,1,
89746,,Suite
89746,3,Sencilla
,4,Matrimonial
89746,,Cuadruple
89746,6,
89746,7,Triple
89746,8,Matrimonial
89746,10,Sencilla
89746,11,Matrimonial
89746,,
89746,13,Triple
89746,14,Suite
89746,15,Matrimonial
89746,16,Suite
89746,17,Sencilla
89746,18,Matrimonial
89746,19,Matrimonial
89746,,Sencilla
89746,21,Matrimonial
89746,,Triple
89746,23,Suite
89746,24,Suite
89746,25,Doble
89746,26,Triple
89746,27,Cuadruple
89756,0,Sencilla
89756,1,Doble
89756,2,Doble
89756,3,Doble
89756,4,
89756,5,Matrimonial
,6,Suite
89756,7,Suite
89756,8,Suite
89756,,
89756,10,
89756,,Suite
89756,12,Matrimonial
89756,13,Triple
89756,14,Cuadruple
89756,15,Cuadruple
,16,Cuadruple
89756,17,Matrimonial
89756,18,Sencilla
89756,19,Sencilla
89763,,
89763,1,Suite
89763,2,Matrimonial
89763,3,Triple
89763,4,Sencilla
89763,5,Sencilla
89763,6,Cuadruple
89763,7,Suite
89763,8,Triple
89763,9,Suite
89763,10,Cuadruple
89763,11,Suite
89763,,Triple
89763,13,Suite
89763,14,Doble
89763,15,Sencilla
89763,16,Suite
89772,0,Cuadruple
89772,1,Matrimonial
89772,2,Matrimonial
89772,3,Doble
89772,4,Cuadruple
89772,5,Doble
89772,6,Sencilla
89772,7,Cuadruple
89772,8,Matrimonial
89772,9,Cuadruple
89772,10,Doble
,11,Doble
89772,12,Doble
89772,13,Matrimonial
89772,14,Suite
89772,15,Matrimonial
89779,0,Triple
89779,1,Sencilla
,2,Cuadruple
89779,3,Matrimonial
,4,Cuadruple
89779,5,Sencilla
89779,6,Suite
89779,7,
89779,8,Cuadruple
89779,9,Sencilla
89779,10,Sencilla
89779,11,Cuadruple
89779,12,Cuadruple
89779,13,Sencilla
,6,Matrimonial
89786,,Matrimonial
89797,0,
89797,1,Sencilla
89797,2,Triple
89797,3,Triple
89797,4,Suite
89797,5,Suite
89797,6,Triple
89797,7,Cuadruple
89797,8,Doble
89797,9,Suite
89797,10,Cuadruple
,11,Doble
89797,,Matrimonial
,0,Cuadruple
89801,1,Doble
89801,2,Sencilla
89801,3,Cuadruple
89801,4,Doble
89801,5,Sencilla
89801,,Triple
89801,7,Cuadruple
89801,8,
89801,9,Triple
89801,10,Doble
89801,11,
89801,12,Sencilla
89801,13,Suite
89801,14,Doble
89801,15,Cuadruple
89801,16,Matrimonial
89801,17,Doble
89801,18,Suite
89801,19,Suite
89801,20,Suite
89801,21,Doble
89801,22,Triple
89801,23,Doble
89801,24,Suite
89801,25,Matrimonial
89801,26,Sencilla
89805,0,Sencilla
89805,1,Triple
89805,,Matrimonial
89805,3,Triple
89805,4,Doble
89805,5,
89805,6,Triple
89805,7,Suite
89805,8,Sencilla
89805,9,Suite
89805,,Sencilla
,11,Suite
89805,12,Doble
89805,13,Doble
89818,0,Suite
89818,,Doble
89818,2,Triple
89818,3,Sencilla
89818,4,Matrimonial
89818,5,Sencilla
89818,6,Suite
89818,7,Matrimonial
89818,8,Cuadruple
89818,9,Cuadruple
89818,10,Cuadruple
89818,11,Triple
89818,12,Doble
89818,13,Triple
89818,14,Triple
89818,15,Suite
89818,16,Triple
89818,17,Doble
89818,18,Doble
89818,19,Sencilla
89818,20,
89818,21,Triple
89818,22,Cuadruple
89818,23,
89818,24,Triple
89818,25,Cuadruple
89818,26,Triple
,27,Doble
89818,,Cuadruple
89818,29,Suite
89818,30,Matrimonial
89818,31,Suite
89818,32,Sencilla
89818,33,Cuadruple
89818,34,Sencilla
89818,35,Cuadruple
89818,36,
89818,37,Matrimonial
89818,38,Triple
,9,Sencilla
89823,,Suite
89823,,Sencilla
89835,,Triple
,14,Matrimonial
89837,0,Triple
89837,1,Cuadruple
89837,2,Doble
89837,3,Doble
,4,Triple
89837,5,Matrimonial
89837,6,Sencilla
89837,7,Doble
89837,8,Doble
89837,9,Suite
89837,10,Suite
89837,11,
89837,12,Sencilla
89837,13,Sencilla
89837,14,Suite
89837,15,Cuadruple
,16,Cuadruple
89837,17,Suite
89837,18,Triple
89837,19,Triple
89837,20,
89837,21,Sencilla
89837,22,Suite
89837,23,Matrimonial
89837,24,Cuadruple
,25,Triple
89837,26,Triple
89837,27,Cuadruple
89837,28,
89837,29,Cuadruple
89837,30,Sencilla
89837,31,Cuadruple
89837,32,Sencilla
89837,33,Doble
89837,,Suite
89837,35,Cuadruple
89837,36,Suite
89837,37,Cuadruple
,38,Cuadruple
89837,39,Triple
89845,0,Triple
,1,
89845,2,Matrimonial
89845,3,Cuadruple
89845,4,Sencilla
89845,5,Suite
89845,6,Doble
89845,7,Matrimonial
89845,8,Matrimonial
,9,Triple
,10,Cuadruple
89845,11,Matrimonial
89845,12,Suite
89845,13,Matrimonial
89845,14,
89845,15,Suite
,16,Matrimonial
89845,17,Triple
89845,18,Doble
89845,19,Matrimonial
,20,Suite
89845,21,Matrimonial
89861,0,Doble
89861,1,Doble
89861,2,Matrimonial
,3,Matrimonial
89861,4,Triple
89861,5,Suite
89861,6,
89861,7,Sencilla
89861,8,Doble
89861,9,
89861,10,Sencilla
89861,11,Matrimonial
89861,12,Cuadruple
89861,13,Matrimonial
89861,14,Triple
89861,15,Sencilla
89861,16,Matrimonial
89861,17,Cuadruple
89861,18,Cuadruple
89861,19,Triple
89861,20,Matrimonial
89861,21,Cuadruple
89861,22,Suite
89861,23,Suite
89861,24,Triple
89861,25,Matrimonial
89861,,Triple
89861,27,Matrimonial
89861,28,Doble
89861,29,Suite
89861,30,Sencilla
89861,31,Matrimonial
89861,32,Cuadruple
89861,33,Triple
89861,34,Suite
89873,0,Sencilla
89873,1,Triple
89873,2,Cuadruple
89873,3,Matrimonial
,4,Cuadruple
89873,5,Triple
89873,6,Triple
89873,7,Cuadruple
89873,8,Triple
89873,9,Suite
89873,10,Matrimonial
89873,11,Cuadruple
89873,12,Suite
89873,13,Doble
,14,Doble
89873,15,Triple
89873,16,Suite
89873,,
89873,18,Doble
89873,19,Doble
89873,20,Suite
89890,0,Cuadruple
,1,Doble
89890,2,Triple
89890,3,Triple
89890,4,Suite
89890,5,Sencilla
89890,6,Sencilla
89890,,Suite
89890,,
89890,9,Suite
89890,10,Matrimonial
89890,11,Suite
89890,12,Sencilla
89890,13,Matrimonial
89890,14,Sencilla
,15,Cuadruple
89890,16,Matrimonial
,,Matrimonial
89890,18,Doble
89890,,Matrimonial
89890,20,Suite
89890,21,Triple
89890,22,Doble
89890,23,Matrimonial
,0,Doble
89903,1,
,2,Suite
89903,3,Triple
89903,4,Triple
89903,5,Cuadruple
89903,6,Matrimonial
89903,7,Cuadruple
89903,8,Cuadruple
89903,9,Doble
89903,10,Sencilla
89903,,Matrimonial
89903,12,Triple
89903,13,Suite
89903,14,Triple
89903,15,Doble
89903,16,Sencilla
89903,17,
89903,18,Suite
,19,Sencilla
,20,Cuadruple
89903,21,Matrimonial
89903,22,Doble
89903,23,Matrimonial
89903,24,Doble
,25,Sencilla
89903,26,Suite
89903,27,Doble
89903,28,Doble
89903,29,Cuadruple
89903,30,Matrimonial
89903,31,Sencilla
89903,32,Triple
89910,0,Matrimonial
89910,1,Doble
89910,2,Sencilla
89910,3,Triple
,4,Cuadruple
89910,5,Doble
89910,6,Doble
,7,Sencilla
89910,,Sencilla
89910,9,Sencilla
89910,10,Doble
89910,11,Matrimonial
89910,12,Suite
,13,Suite
89910,14,Matrimonial
89910,,Sencilla
89910,16,Suite
89910,,Matrimonial
89910,18,Triple
89910,19,Triple
89910,20,Cuadruple
89910,21,Matrimonial
89910,22,Cuadruple
89910,23,Doble
89910,24,Suite
89910,25,
89910,26,Suite
89910,27,Matrimonial
89910,28,Suite
89910,29,Sencilla
89910,30,Triple
89914,0,Triple
89914,1,Cuadruple
89914,2,Triple
89914,3,Matrimonial
89914,4,Cuadruple
89914,5,Suite
89914,6,Matrimonial
89914,7,Doble
89914,8,Sencilla
89914,,Sencilla
89914,10,Triple
89914,11,Doble
89914,12,Triple
89914,13,Sencilla
89914,14,Cuadruple
89914,15,Sencilla
89914,16,Doble
89914,17,Matrimonial
89914,18,Suite
89914,19,Sencilla
89914,20,Cuadruple
89914,21,Cuadruple
89914,22,Matrimonial
,2,Matrimonial
89918,,
89918,,Suite
89918,,Triple
,12,
,,Triple
89953,,Triple
89953,1,Suite
89953,2,Doble
89953,,Sencilla
89953,4,Sencilla
89953,5,Sencilla
89953,6,Doble
89953,7,Triple
89953,8,Suite
89953,9,Suite
89953,10,Suite
89953,11,Doble
89953,12,Sencilla
89953,13,Doble
89953,14,Doble
89953,15,Suite
89953,16,
89953,17,Doble
89953,18,Suite
89953,19,Cuadruple
89953,20,Matrimonial
89953,21,Triple
89953,22,Suite
89953,,Matrimonial
89953,24,Triple
89953,25,Suite
89953,26,Suite
89953,27,Doble
89963,0,Cuadruple
89963,1,Cuadruple
89963,2,Cuadruple
89963,3,Cuadruple
,4,Doble
89963,5,Triple
89963,6,Matrimonial
,7,Suite
89963,8,Cuadruple
89963,9,
89963,10,Matrimonial
