id,agenda_id,fecha,monto,cantidad_personas,estado_disponibilidad,puntos_booked
99225,63963,2025-12-11,46000,,No disponible,46
,63963,2025-03-03,34000,2,No disponible,34
99228,63963,2025-01-13,114000,,No disponible,114
,62819,2025-12-27,180000,9,No disponible,180
,62095,2025-01-21,160000,4,No disponible,
99245,66045,2025-10-27,,1,No disponible,76
99246,66045,2025-03-25,180000,1,,90
99247,66045,2025-04-01,34000,1,No disponible,34
99251,61971,2025-02-08,480000,8,No disponible,-480
99254,61971,2026-02-20,240000,,No disponible,240
99255,59284,2025-06-05,119000,,No disponible,-119
99256,59284,2025-07-03,384000,1,No disponible,96
99257,59284,2025-04-04,10000,1,No disponible,10
99258,59284,2025-05-12,6000,1,No disponible,6
99259,59284,2025-04-13,,1,No disponible,97
,59284,2025-03-16,-167000,1,No disponible,167
99261,59284,2025-03-24,95000,1,No disponible,
99262,59284,2025-03-16,52000,1,No disponible,52
99264,,,581000,,No disponible,83
99267,59508,2025-01-21,14000,1,No disponible,
99269,59508,2025-09-10,97000,,No disponible,97
99273,,2025-09-14,-65000,1,No disponible,65
99275,59508,2025-01-21,73000,,No disponible,
99277,,2025-04-20,124000,1,No disponible,124
99278,62084,2025-06-02,-350000,7,No disponible,
99280,62084,,1512000,7,No disponible,504
,58546,2025-02-04,-930000,6,No disponible,930
99337,62207,2025-04-03,56000,4,No disponible,56
99287,61965,,2712000,6,No disponible,2712
99288,61965,2025-01-27,3144000,6,No disponible,-786
99289,,2025-06-07,-126000,6,No disponible,126
99290,61965,2025-07-05,354000,6,No disponible,354
99291,61965,2025-01-02,480000,6,No disponible,480
99301,59688,2025-05-07,140000,,No disponible,140
99303,,2025-11-17,23000,1,No disponible,23
99304,,,161000,1,No disponible,161
99305,62742,2025-01-15,243000,1,No disponible,243
99307,57631,2025-10-10,1152000,,No disponible,1152
99309,59895,2025-06-06,560000,10,No disponible,
99310,59895,2025-01-03,4920000,10,No disponible,4920
99311,59895,2025-03-24,4970000,10,No disponible,710
99312,59895,2025-05-02,600000,10,No disponible,600
99313,59895,2025-03-10,510000,,No disponible,510
99314,59895,2025-06-19,320000,10,No disponible,320
99315,59895,2025-02-28,710000,10,No disponible,710
99316,,2025-05-18,240000,,No disponible,
99317,59895,2025-04-08,500000,10,No disponible,500
99318,59895,2025-01-19,2630000,10,No disponible,2630
,59895,2025-04-08,7560000,10,No disponible,1260
99320,59895,2025-05-28,120000,10,No disponible,120
99321,59895,2025-02-03,,10,No disponible,170
99322,59895,2025-02-25,920000,10,No disponible,920
99323,59895,2025-01-19,600000,10,No disponible,600
99324,59895,2025-01-25,900000,10,No disponible,900
99325,,2025-07-19,768000,6,No disponible,-768
99327,61322,2025-01-21,288000,,No disponible,432
99331,,2025-07-18,740000,4,No disponible,740
99332,62207,2025-07-20,544000,4,No disponible,544
99333,62207,2025-06-05,408000,4,No disponible,408
99334,62207,2025-05-08,120000,,No disponible,80
99335,62207,2025-02-24,268000,4,No disponible,268
99336,62207,2025-04-17,104000,,No disponible,104
99339,62207,2025-02-19,160000,4,No disponible,160
99340,62207,2025-01-19,616000,4,No disponible,616
99341,62207,,1320000,4,No disponible,220
99342,62207,2025-07-25,340000,4,No disponible,340
99343,62207,2025-08-03,296000,4,No disponible,
99344,62207,2025-07-15,320000,4,No disponible,320
99345,62207,2025-08-22,328000,4,No disponible,328
99346,62207,2025-01-07,248000,4,No disponible,248
99351,65956,2025-06-04,,2,No disponible,650
99353,61332,2025-01-15,516000,4,No disponible,
99354,61332,2025-01-08,,4,,560
99355,61332,,64000,4,No disponible,64
99360,61332,2025-01-04,68000,,No disponible,68
99362,61332,,288000,4,No disponible,288
99363,62530,2025-02-08,1200000,10,No disponible,
,62530,2025-01-14,900000,10,No disponible,900
99366,56187,2025-03-13,1077000,3,No disponible,
99367,63897,2025-02-01,1370000,5,,-1370
99368,63576,2026-01-16,507000,,No disponible,
99369,63576,2025-10-21,2484000,3,No disponible,414
99370,63576,2025-09-09,-264000,3,No disponible,264
99371,63576,2025-11-17,-72000,,,72
99372,63576,2025-07-23,192000,3,No disponible,192
99373,63576,2025-08-15,174000,3,No disponible,174
99374,63576,2025-06-18,294000,3,No disponible,294
99375,56235,2025-10-06,870000,6,No disponible,870
99376,56235,2026-05-31,576000,,No disponible,576
99377,56626,2025-09-30,1134000,,No disponible,1134
99379,56626,2026-03-20,322000,,No disponible,322
99382,56626,2025-04-06,504000,,,504
99383,56626,2025-04-09,2247000,7,No disponible,-2247
99384,56626,2025-06-28,,7,No disponible,833
99386,65056,,1500000,10,No disponible,300
99389,65056,2025-08-03,140000,10,,140
99390,65056,2025-08-10,,10,No disponible,-660
,65056,2025-01-28,1600000,10,No disponible,1600
99393,59270,2025-03-28,675000,5,No disponible,675
99394,59270,2026-01-20,615000,5,No disponible,205
99395,59270,2025-10-19,200000,5,No disponible,200
,59270,2025-02-22,430000,5,,430
99397,59270,2026-05-02,640000,5,No disponible,-640
99398,59270,2026-03-14,305000,5,No disponible,305
99404,65533,2025-05-11,,7,No disponible,637
99406,,2026-03-02,224000,7,No disponible,-224
99407,65533,2025-03-10,,7,No disponible,567
99408,65533,2025-09-07,455000,7,,455
99413,63535,2025-02-27,1984000,4,No disponible,1984
99414,63535,2025-01-11,1024000,4,No disponible,256
99415,63535,2025-02-14,372000,4,No disponible,372
,63535,2025-02-12,28000,4,No disponible,28
99417,63535,2025-02-09,176000,4,No disponible,176
99419,61536,2025-05-05,-438000,1,,73
99420,,,86000,1,No disponible,86
,61536,2025-05-22,71000,1,No disponible,71
99428,65254,2025-09-24,992000,,No disponible,992
,65254,2025-04-14,104000,,No disponible,104
99432,65254,2025-09-17,-472000,8,No disponible,-472
99436,65254,2025-09-21,-1944000,8,No disponible,1944
99437,65254,2025-07-02,2272000,,No disponible,2272
99438,,2026-03-03,141000,3,No disponible,141
99439,63074,2025-03-11,576000,3,,432
99440,,2025-04-16,264000,3,No disponible,264
99441,63074,2025-08-26,69000,3,No disponible,
,63074,2025-04-08,327000,3,No disponible,327
99446,56843,2026-02-11,,5,No disponible,80
99448,56843,2025-02-07,1540000,5,No disponible,
99451,,2026-02-09,350000,5,No disponible,350
99452,58935,2026-05-22,,4,No disponible,596
99456,58935,,268000,4,No disponible,268
99458,58935,2026-01-13,-708000,4,No disponible,708
99460,,2025-01-11,165000,5,No disponible,165
99461,61113,,2400000,5,No disponible,400
99462,61113,2025-07-30,-95000,5,No disponible,95
99463,,2025-04-04,295000,5,No disponible,-295
99470,65315,2025-02-17,-104000,8,No disponible,104
99472,65315,,728000,8,No disponible,728
99478,65315,2025-04-28,,8,No disponible,664
99479,65315,2025-03-04,,,No disponible,384
99480,65315,2025-06-02,200000,,No disponible,200
99482,63585,2025-07-02,,4,No disponible,
99490,63585,2025-04-13,108000,4,No disponible,
99491,63585,2025-07-11,-204000,4,No disponible,204
99492,63585,,108000,4,No disponible,108
,65909,2025-06-09,980000,10,No disponible,980
99494,65909,2025-05-17,79000,,No disponible,790
99495,60789,2025-08-16,,2,,258
99496,60789,,968000,2,No disponible,242
99499,60789,2025-03-27,76000,2,No disponible,-76
99502,60789,2025-06-20,82000,,No disponible,-82
99505,58034,2025-03-05,570000,3,No disponible,570
99506,58034,2025-10-22,504000,3,No disponible,216
99507,58034,2025-07-03,39000,3,No disponible,39
99508,58034,2026-03-13,252000,3,No disponible,252
99509,58034,2026-04-30,291000,,No disponible,291
99510,58034,2025-05-08,285000,3,No disponible,285
99511,,2025-09-06,228000,3,No disponible,
,58034,2025-06-26,294000,3,No disponible,294
,58034,2026-02-28,105000,3,,105
99514,58034,2026-01-10,-333000,3,No disponible,333
99515,63051,2025-01-16,1485000,,No disponible,1485
99516,64074,2025-01-11,804000,,No disponible,804
99517,66311,2026-01-08,-864000,8,No disponible,864
99543,63971,2025-04-27,70000,1,No disponible,70
99518,61359,2025-04-11,,2,No disponible,
99520,61359,2025-05-28,,2,No disponible,138
99521,65230,2026-04-25,267000,3,No disponible,
99522,65230,2026-04-03,328000,3,No disponible,246
99523,65230,2026-04-14,294000,3,No disponible,294
99524,65230,2025-06-24,207000,3,No disponible,207
,65230,2025-02-28,126000,3,No disponible,126
99526,66134,2025-05-14,1134000,,No disponible,-1134
99527,66134,2025-01-07,630000,9,,945
99528,66134,2025-02-13,-693000,9,No disponible,693
99529,66134,2025-02-01,306000,9,No disponible,-306
99532,66134,2025-01-04,,9,No disponible,342
99533,,2025-05-15,873000,9,No disponible,873
99535,63971,2025-05-10,108000,1,No disponible,108
99536,63971,2025-04-13,15000,1,,
99537,63971,2025-05-01,36000,1,No disponible,36
99538,63971,2025-04-29,44000,1,No disponible,44
99539,,2025-01-29,83000,1,No disponible,83
99540,63971,2025-04-13,448000,1,No disponible,112
99541,63971,2025-05-03,93000,1,No disponible,93
99542,63971,,29000,1,No disponible,-29
99544,64883,,1240000,10,No disponible,-1240
99545,63672,2025-03-18,141000,1,No disponible,141
99546,63672,2025-06-21,-198000,1,No disponible,66
99547,63672,2025-06-27,85000,1,No disponible,85
99548,63672,2025-07-27,,1,No disponible,25
99551,60751,2025-03-24,1890000,7,No disponible,-1890
99552,,2025-01-11,2975000,7,No disponible,2975
99553,66151,,4025000,7,No disponible,805
99554,66151,2025-02-03,189000,7,No disponible,
99557,66151,2025-01-23,-595000,7,No disponible,595
99558,66151,,504000,7,No disponible,504
99560,,2025-02-07,-497000,,No disponible,497
99564,66151,2025-02-01,2079000,,No disponible,2079
99569,58976,2025-07-26,1060000,10,No disponible,1060
99570,58976,2025-05-05,784000,10,,1120
99571,58976,2025-03-27,-130000,10,No disponible,130
99572,58976,2025-01-17,960000,10,No disponible,960
99573,58976,2025-06-04,680000,10,No disponible,-680
99574,58976,2025-04-28,760000,10,No disponible,760
99575,58976,2025-03-27,70000,10,,70
99576,58976,2025-06-12,750000,10,No disponible,750
99577,58976,2025-02-09,690000,10,,690
99578,58976,2025-08-01,-2660000,10,No disponible,
99579,58976,2025-02-18,170000,10,No disponible,
99580,,2025-04-02,339000,3,No disponible,339
99581,,2025-06-07,98000,3,No disponible,42
99582,58480,2025-01-21,147000,3,No disponible,147
99583,58480,2025-05-31,,3,No disponible,36
99584,58480,2025-04-12,,3,No disponible,57
99585,58480,2025-02-09,255000,3,No disponible,
99586,58480,2025-01-29,90000,3,No disponible,-90
99587,58480,2025-01-22,189000,3,No disponible,189
,62565,2025-01-10,756000,,No disponible,
99590,62565,,510000,6,No disponible,510
99591,62565,2025-08-04,150000,6,No disponible,
99596,66038,2026-02-13,96000,,No disponible,96
99598,66038,2025-02-08,-198000,6,,198
,66038,2025-08-12,462000,6,No disponible,462
,66038,2026-06-05,288000,6,No disponible,288
99603,58360,,435000,3,No disponible,
,58360,2025-02-25,276000,3,No disponible,276
99608,58360,,114000,3,No disponible,114
99610,63372,2025-01-03,280000,,No disponible,80
,63372,2025-01-05,88000,2,No disponible,88
99616,63372,2025-01-10,,2,No disponible,110
,62580,2025-02-17,268000,,No disponible,268
99624,,2025-02-17,120000,4,No disponible,120
99626,57067,2025-06-08,504000,8,No disponible,
99627,57067,2025-05-14,,8,No disponible,584
99629,,2026-01-29,792000,8,No disponible,792
99630,57067,2025-09-11,552000,,No disponible,552
99631,57067,2025-02-16,-144000,8,No disponible,144
,57067,2025-07-04,296000,8,No disponible,296
99635,66232,2025-06-28,201000,3,No disponible,201
99636,66232,2025-03-04,78000,3,No disponible,39
99637,66232,2025-05-05,177000,3,No disponible,177
99638,66232,2025-06-26,18000,,No disponible,18
99639,66232,2025-02-23,192000,3,No disponible,
99640,66232,,,3,No disponible,75
99641,66232,2025-01-02,186000,3,No disponible,186
99642,66232,2025-02-05,384000,3,No disponible,384
99643,66232,2025-03-07,1323000,3,No disponible,441
,66232,,207000,3,No disponible,207
99645,66232,2025-09-26,30000,3,No disponible,30
,66034,2025-02-06,100000,1,No disponible,100
99647,66034,2025-12-15,,1,No disponible,58
99648,66034,,59000,1,No disponible,59
99650,66034,2025-01-03,,1,No disponible,24
99692,62091,2025-04-02,37000,1,No disponible,37
99659,,2025-07-05,9000,1,No disponible,9
99661,,2025-04-14,83000,1,No disponible,83
99662,65227,2026-04-21,936000,6,No disponible,936
99663,65976,2025-10-14,567000,3,No disponible,
99664,65976,2025-05-22,351000,3,No disponible,351
99665,65976,2025-09-06,258000,3,No disponible,-258
99668,,2025-03-28,784000,10,No disponible,1120
99671,55936,2025-08-30,530000,10,,530
99674,55936,2025-08-25,400000,,,400
99675,58674,,655000,5,No disponible,655
99677,60055,2026-06-18,707000,7,No disponible,707
99678,60055,2025-06-19,1029000,7,,1029
99679,60055,2025-09-30,238000,7,No disponible,238
99680,60055,2026-04-16,238000,,No disponible,238
99681,60055,2025-01-30,,7,No disponible,448
99682,60055,2026-02-14,693000,7,No disponible,693
99683,60055,2026-03-05,,7,No disponible,266
99684,60055,2026-04-05,378000,7,No disponible,378
99685,,2026-04-08,763000,7,No disponible,763
99686,60055,,875000,7,No disponible,875
99687,62091,2025-02-17,223000,1,No disponible,223
99688,62091,2025-03-20,530000,1,No disponible,106
99689,62091,2025-04-07,87000,1,No disponible,87
99690,62091,2025-03-24,73000,1,No disponible,
99691,,2025-04-26,78000,1,No disponible,-78
99693,55600,2025-01-08,,6,No disponible,1110
99695,55600,2025-01-09,522000,6,No disponible,
99698,60369,2025-11-15,-1144000,8,No disponible,1144
99699,60369,2025-12-26,96000,8,,48
99700,60369,2026-10-24,656000,,No disponible,656
99704,,2025-04-10,300000,10,No disponible,300
99705,56607,2025-01-02,,10,No disponible,300
,56607,2025-02-13,340000,10,No disponible,340
99708,56607,2025-02-06,900000,,,900
,64409,2025-10-02,3425000,5,No disponible,685
99713,64409,2025-04-12,40000,5,No disponible,
99718,65848,,696000,8,No disponible,
99719,65966,2025-04-03,792000,9,No disponible,792
99720,58544,2025-06-27,453000,3,No disponible,453
99721,64344,2025-09-02,147000,,No disponible,147
,56202,2025-01-05,1980000,10,,1980
99724,,2025-09-16,293000,1,No disponible,293
99725,55722,2025-05-19,,1,No disponible,77
99726,,2025-02-15,196000,1,No disponible,196
99728,55722,2025-05-12,14000,,No disponible,14
99729,65061,,376000,8,No disponible,376
99732,,2025-09-08,1104000,,No disponible,1104
99736,57040,2025-01-22,-38000,1,No disponible,38
99737,,2025-01-10,-28000,1,,28
99739,57040,,21000,1,No disponible,21
99741,57040,2025-01-20,959000,1,No disponible,-137
99745,57040,2025-02-09,83000,,No disponible,83
,57040,2025-01-06,94000,,No disponible,94
99748,62438,2025-07-25,213000,1,No disponible,-213
99749,62438,2025-05-14,129000,1,,129
99750,,2026-01-18,58000,1,No disponible,29
99751,62438,2025-05-28,40000,1,No disponible,40
99752,62438,2025-06-22,442000,1,No disponible,442
,65518,2025-10-05,360000,1,No disponible,360
99756,66491,,22000,1,No disponible,22
99758,60166,,146000,1,No disponible,146
99759,60166,2026-02-07,156000,1,No disponible,
99766,63003,2025-02-28,1980000,,No disponible,1980
99768,,2025-10-19,990000,10,No disponible,990
99769,63003,2025-08-03,-870000,10,No disponible,870
,56202,2025-01-03,540000,,No disponible,540
99771,56202,,,10,No disponible,1380
99774,56202,,760000,10,No disponible,760
99776,,2025-01-11,400000,10,,400
99777,56202,2025-01-04,510000,10,No disponible,-510
99778,60797,,1630000,10,No disponible,1630
99779,60797,2025-06-26,1230000,10,No disponible,-1230
99782,,2025-01-10,624000,4,No disponible,624
99785,61801,2025-06-09,92000,4,No disponible,
99788,61801,2025-02-12,328000,,No disponible,328
99791,61801,2025-09-19,-148000,4,No disponible,148
99793,61801,2025-04-17,120000,,No disponible,120
99795,56018,2025-02-25,-418000,2,No disponible,418
99800,,2025-02-23,,8,No disponible,752
99804,,,776000,8,No disponible,776
,57459,2025-02-14,672000,8,No disponible,168
99810,57459,2025-02-01,480000,8,No disponible,
99812,57459,2025-01-13,-784000,8,No disponible,784
99817,,2025-02-22,700000,7,No disponible,140
99819,65091,,399000,7,No disponible,399
,65091,2025-04-08,609000,7,No disponible,609
99821,65091,2025-01-12,-140000,7,No disponible,140
99822,64180,2025-04-30,686000,7,No disponible,686
99823,64180,2025-08-13,1071000,7,No disponible,1071
99824,,2025-04-23,-1659000,7,No disponible,553
99825,64180,2025-01-14,504000,7,No disponible,504
99826,64180,2025-09-04,553000,7,No disponible,
,65270,2025-04-23,2169000,,No disponible,2169
99832,63651,2026-04-25,153000,1,,153
99834,,2026-06-21,26000,1,No disponible,26
99836,63651,2025-05-12,,1,No disponible,79
99839,63651,2025-11-01,19000,1,,-19
,63651,2026-09-27,119000,1,No disponible,119
99841,63651,2025-01-18,,1,No disponible,43
99842,63651,2026-06-26,35000,1,No disponible,
99843,63651,2025-06-20,-92000,1,No disponible,92
99848,63651,2026-09-28,,1,No disponible,149
,63651,2025-04-14,83000,1,No disponible,
,63651,2026-02-10,13000,1,No disponible,13
99854,61227,2026-06-05,1422000,9,No disponible,1422
99855,61227,2025-02-04,2880000,9,,576
99856,61227,2025-09-21,450000,9,No disponible,450
99857,61227,2025-03-17,45000,9,No disponible,45
99858,61227,2026-03-20,747000,,No disponible,
99859,61227,2025-06-04,612000,9,,612
99860,61227,2025-04-22,540000,9,No disponible,540
99861,61227,2025-06-02,1053000,9,No disponible,351
99862,61227,2025-07-23,603000,9,No disponible,
,61227,2026-04-16,531000,9,No disponible,531
99864,62916,2026-01-13,172000,1,No disponible,172
99865,62916,2025-01-29,-180000,1,No disponible,90
99866,62916,2025-05-31,27000,1,No disponible,27
99867,62916,2025-07-20,355000,1,No disponible,355
99868,62916,2025-09-24,285000,1,No disponible,95
99869,62916,2025-01-05,7000,,No disponible,7
,62916,2025-01-29,48000,1,No disponible,48
99871,,2025-03-25,476000,4,No disponible,476
99873,60990,2025-02-17,360000,4,No disponible,-360
99877,60990,2025-01-28,32000,4,No disponible,-32
99881,57318,2025-05-19,110000,5,No disponible,
99883,57318,2025-02-02,-330000,5,No disponible,330
99885,57318,2025-04-28,-270000,5,No disponible,270
99887,57318,2025-04-06,576000,,No disponible,
99892,59930,2026-06-02,500000,5,No disponible,500
99893,59930,2026-02-16,5040000,5,No disponible,720
99894,59930,2026-08-14,455000,5,No disponible,455
99895,59930,,320000,5,No disponible,320
99896,59930,2025-09-21,245000,5,No disponible,245
,59930,2026-06-11,50000,5,No disponible,50
99898,59930,2025-02-27,65000,5,No disponible,65
99899,59930,2025-02-08,260000,5,No disponible,260
99902,65300,2025-01-09,282000,,No disponible,282
99903,65300,2025-02-12,336000,6,,336
99904,65300,2025-02-27,288000,6,,288
99905,,2025-02-15,512000,2,No disponible,512
99906,62211,2025-03-17,128000,,No disponible,64
,62211,2025-06-03,172000,2,No disponible,172
99913,63907,,16000,2,No disponible,16
99914,63907,2025-01-31,186000,,No disponible,186
99917,63907,2025-04-05,,2,No disponible,74
99919,63907,2025-10-28,28000,2,No disponible,
99924,63259,2025-09-03,1260000,7,No disponible,-1260
99926,58940,,263000,1,No disponible,263
99928,58940,2025-10-31,,1,No disponible,67
99929,58940,,73000,1,No disponible,73
99930,58940,,43000,1,No disponible,
99931,58940,2026-05-07,96000,1,No disponible,-96
99933,58940,,47000,1,No disponible,47
99935,60705,2025-01-11,,,No disponible,3978
,60705,2025-04-20,1053000,9,No disponible,1053
99946,58885,2025-08-25,21000,3,,
99948,58885,2025-09-20,-120000,3,No disponible,120
99949,62388,,702000,6,No disponible,702
99950,62388,2025-04-14,612000,6,No disponible,-612
99952,62388,2025-12-27,-270000,6,No disponible,270
99957,64832,2025-06-12,654000,6,No disponible,-654
99958,60834,2025-06-05,-1169000,7,No disponible,1169
99959,60834,2025-08-06,539000,,No disponible,539
,60834,2025-05-18,343000,7,No disponible,343
99961,,,588000,7,No disponible,-588
99963,60834,2025-11-16,140000,7,No disponible,
99965,60834,,196000,7,No disponible,196
99968,66307,2025-06-24,1984000,8,No disponible,1984
99969,66307,2025-11-14,858000,8,No disponible,1144
99970,66307,2025-12-28,360000,8,No disponible,360
99971,66307,2025-07-12,224000,8,No disponible,224
99972,66307,2025-01-09,288000,8,No disponible,288
99973,66307,2025-04-09,792000,8,,792
99974,66307,2025-07-15,320000,8,No disponible,320
99975,66307,2025-02-27,2208000,8,No disponible,2208
99976,56452,2025-03-22,1456000,8,No disponible,1456
99977,56452,2025-03-24,1040000,,No disponible,
99978,56452,2025-04-08,1080000,8,No disponible,1080
99981,,2025-02-09,378000,9,No disponible,1134
99982,62735,2025-06-10,90000,9,No disponible,
99983,62735,2025-03-24,720000,9,No disponible,-720
99987,58193,2025-01-20,1809000,9,No disponible,-1809
99988,58193,2025-03-01,330000,,No disponible,990
99989,58193,2025-05-23,414000,,No disponible,414
99992,55716,,497000,7,No disponible,497
100253,60831,2026-01-04,116000,4,,116
99998,,2025-01-01,168000,,No disponible,168
100000,62505,,258000,6,No disponible,
100001,62505,2025-04-25,498000,,No disponible,498
100003,61980,2025-04-05,-368000,10,No disponible,920
100004,61980,2025-01-23,450000,10,,450
100009,61980,2025-09-27,,10,,660
100010,61980,2025-02-08,580000,,No disponible,580
100012,61980,,1240000,10,No disponible,1240
100013,59489,2025-10-27,442000,2,,442
100014,59489,2025-12-12,538000,2,No disponible,538
100015,59489,2026-03-01,,2,No disponible,380
100016,59489,2025-09-05,316000,2,No disponible,158
100017,59489,2025-07-03,200000,2,No disponible,-200
100018,59489,2026-05-03,184000,2,No disponible,184
100019,59489,2025-11-09,176000,2,No disponible,176
100020,63544,2025-07-28,664000,4,No disponible,664
100021,58566,2025-02-23,444000,3,No disponible,444
100022,58566,2025-03-28,429000,3,No disponible,429
100023,58566,2025-01-23,171000,3,No disponible,171
100024,58566,2025-04-02,-99000,3,No disponible,99
100025,58566,2025-04-10,342000,3,No disponible,342
100026,58566,2025-01-04,567000,3,No disponible,567
100027,63632,2025-03-09,840000,5,No disponible,840
100028,63568,2025-01-09,704000,,No disponible,704
107369,59888,2025-02-03,405000,9,,405
100029,57676,2025-06-09,-139000,1,No disponible,
100032,,2025-01-14,65000,1,No disponible,-65
100033,,2025-09-22,76000,1,No disponible,76
100036,57676,2025-05-14,-86000,1,No disponible,86
100038,64900,2025-05-21,1794000,6,No disponible,-1794
100039,64900,2025-06-05,1416000,6,No disponible,708
100040,64900,2025-02-03,258000,6,No disponible,258
100041,64900,2025-02-20,1440000,6,No disponible,1440
100042,64900,2025-02-08,1854000,6,No disponible,1854
100043,64135,2025-01-11,980000,7,No disponible,980
100044,64135,,325000,7,No disponible,455
100045,64135,2025-01-17,133000,7,No disponible,133
100046,64135,2025-06-06,406000,7,No disponible,406
100047,64135,2025-05-05,686000,7,No disponible,686
100048,64135,2025-03-20,378000,7,No disponible,-378
100049,64135,2025-08-08,3479000,7,No disponible,
100051,,2025-01-06,,6,No disponible,648
100052,58654,2025-01-10,354000,6,,354
,58654,2025-01-04,552000,6,No disponible,
100056,58654,2025-01-10,528000,6,,528
100059,55807,2025-01-07,675000,,No disponible,675
107481,59481,2025-05-18,567000,9,No disponible,-567
100065,55807,2025-05-18,387000,9,,387
100067,,2025-08-17,612000,9,No disponible,612
100070,55807,2025-05-09,756000,9,,756
100073,55804,2025-04-09,-1280000,8,No disponible,320
100074,55804,2025-03-20,560000,8,No disponible,
100079,,2025-05-21,280000,8,No disponible,280
100084,56644,2025-05-31,-1476000,9,No disponible,1476
100089,56644,2025-11-18,774000,9,No disponible,
100090,,2025-03-22,441000,9,No disponible,441
100091,,,162000,9,No disponible,162
100092,56644,2025-07-07,,9,No disponible,621
,59714,2025-04-25,1060000,10,No disponible,1060
100098,59714,2026-04-01,2960000,10,No disponible,1480
100099,59714,2025-12-06,830000,10,No disponible,830
100100,,2025-10-09,1280000,10,No disponible,1280
100101,62735,2026-04-01,,10,No disponible,1020
100102,62735,2025-12-19,3560000,10,,3560
,62819,2025-07-09,105000,3,No disponible,105
100103,62735,,1250000,10,No disponible,1250
,62735,2026-07-31,876000,10,No disponible,-1460
100105,,,860000,10,No disponible,860
100106,62735,2025-07-01,,10,No disponible,300
,62735,2025-01-07,-790000,10,No disponible,790
100114,60535,2026-03-22,72000,,No disponible,72
,60535,2026-01-03,320000,4,No disponible,320
100116,60535,2025-03-07,,4,No disponible,
100118,62104,2025-07-06,726000,3,,726
100122,57482,2025-08-06,2205000,,No disponible,2205
100125,58367,2025-09-22,500000,,No disponible,500
,58367,2025-09-13,248000,4,No disponible,248
100130,61942,2025-03-20,490000,5,No disponible,-490
100132,61942,2025-06-04,-270000,5,No disponible,270
,61942,2025-04-05,510000,5,No disponible,510
100135,,,1060000,,,1060
100136,66484,2025-01-18,552000,6,No disponible,
100138,66484,2025-05-12,4200000,6,,840
100142,,2025-07-22,402000,6,No disponible,402
100144,66484,,438000,6,No disponible,438
100149,66484,2025-08-26,438000,6,No disponible,
100151,62299,2025-01-04,69000,1,,69
100153,,2025-07-11,102000,1,No disponible,34
100156,63236,2025-03-11,,,,332
100171,62040,,243000,9,No disponible,243
100172,62040,2026-04-05,774000,9,No disponible,
,62819,2026-01-08,252000,3,No disponible,252
100180,62819,,75000,3,No disponible,75
100181,62819,,282000,3,No disponible,282
100183,62320,2026-04-15,900000,3,No disponible,
100186,64329,2025-12-03,-1372000,7,No disponible,1372
100191,59018,,32000,1,No disponible,32
100193,,2025-10-14,17000,1,No disponible,17
100194,58504,2025-07-15,780000,5,No disponible,780
100195,58504,2025-05-07,222000,5,No disponible,555
100196,58504,2025-01-29,,5,No disponible,300
100198,61946,2025-03-05,594000,6,,594
100200,61946,2025-03-15,,6,No disponible,138
100202,61946,2025-02-25,276000,6,No disponible,
100355,63931,2025-01-03,472000,8,,472
100210,56489,2025-03-28,68000,9,No disponible,-612
100212,63349,2025-05-21,,1,No disponible,-92
100214,63349,2025-05-25,,1,No disponible,41
100215,,2025-04-13,61000,1,No disponible,61
108484,63741,2025-01-14,115000,,No disponible,115
100217,63715,2026-02-28,,3,No disponible,756
100219,,,1743000,3,No disponible,249
,63715,2025-11-30,78000,3,No disponible,78
100225,63715,2025-11-01,36000,3,,36
100254,60831,2026-02-10,384000,4,No disponible,384
100231,56273,2025-02-06,180000,,No disponible,180
100234,56273,2025-02-25,198000,2,,198
100236,56273,2025-01-15,,,No disponible,164
100239,61565,,2673000,9,No disponible,2673
100240,61565,2025-12-27,2367000,9,No disponible,2367
,,2025-01-07,1140000,10,No disponible,1140
100242,66606,2026-01-26,1125000,,No disponible,1125
,66606,2025-10-17,-873000,,No disponible,873
100248,60831,,576000,4,No disponible,576
100249,60831,2026-01-26,296000,4,No disponible,296
100250,60831,2025-11-24,,4,No disponible,
100251,60831,2025-08-30,272000,4,No disponible,272
100252,60831,2025-05-06,92000,4,No disponible,92
100255,60831,,336000,4,No disponible,-336
100256,60831,2025-09-19,852000,4,No disponible,284
100257,60831,2025-07-04,28000,4,No disponible,28
100258,60831,2026-02-23,40000,,No disponible,-40
100259,61376,2026-01-28,2185000,5,No disponible,2185
100260,61376,2025-12-12,30000,5,No disponible,
100261,61376,2025-11-28,135000,5,No disponible,135
100262,61376,2025-12-07,150000,5,No disponible,-150
100263,61376,,440000,5,No disponible,440
100264,61376,2025-11-18,485000,5,No disponible,485
100265,61376,2025-03-13,330000,5,No disponible,330
100266,61376,2025-05-16,590000,5,No disponible,590
100267,61376,2025-06-03,730000,5,No disponible,730
,57413,2025-01-12,85000,1,No disponible,85
100273,58484,2025-02-18,-386000,2,No disponible,386
100275,,,132000,2,No disponible,132
101855,65934,2025-01-10,120000,,No disponible,120
100280,58484,,308000,2,No disponible,308
100284,61614,2025-12-06,1370000,,No disponible,1370
100285,61614,2025-02-20,800000,10,No disponible,-800
100287,61770,2025-02-19,-576000,4,No disponible,576
100288,63852,2026-02-03,616000,4,No disponible,
100289,63852,2026-05-29,324000,4,No disponible,
