name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations,state
"-33.3537,-70.6811",2023-02-05,30.0,15.0,21.9,29.2,15.0,21.7,12.6,58.0,0.0,0.0,0.0,,0.0,0.0,41.4,31.7,189.9,1013.9,0.4,10.0,363.1,30.1,10.0,10.0,2023-02-05T07:09:11,2023-02-05T20:43:50,0.5,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999",Windy
"-33.3537,-70.6811",2023-02-06,31.9,16.0,23.6,30.9,16.0,23.3,11.6,49.6,0.0,0.0,0.0,,0.0,0.0,36.0,29.5,185.4,1012.1,0.6,7.8,380.3,31.4,10.0,10.0,2023-02-06T07:10:09,2023-02-06T20:43:00,0.53,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999",Windy
"-33.3537,-70.6811",2023-02-07,31.4,15.6,23.8,30.0,15.6,23.5,11.1,47.0,0.0,0.0,0.0,,0.0,0.0,37.8,33.6,191.9,1010.8,0.2,6.6,376.7,31.1,10.0,10.0,2023-02-07T07:11:07,2023-02-07T20:42:09,0.56,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999",Windy
"-33.3537,-70.6811",2023-02-08,33.0,17.1,24.6,31.3,17.1,24.2,12.2,49.4,0.0,0.0,0.0,,0.0,0.0,38.9,31.7,190.9,1011.2,0.0,7.4,380.5,31.6,10.0,10.0,2023-02-08T07:12:04,2023-02-08T20:41:17,0.6,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999",Windy
"-33.3537,-70.6811",2023-02-09,35.0,15.6,24.9,32.4,15.6,24.2,10.2,46.3,0.0,0.0,0.0,,0.0,0.0,38.2,29.5,201.0,1010.5,0.0,6.5,384.0,31.6,10.0,10.0,2023-02-09T07:13:02,2023-02-09T20:40:23,0.63,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999",Windy
"-33.3537,-70.6811",2023-02-10,33.0,14.3,24.3,31.0,14.3,23.6,8.9,41.8,0.0,0.0,0.0,,0.0,0.0,41.8,33.3,203.3,1010.9,0.0,6.5,380.1,31.4,10.0,10.0,2023-02-10T07:13:59,2023-02-10T20:39:29,0.67,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999",Windy
"-33.3537,-70.6811",2023-02-11,33.6,16.0,25.1,31.3,16.0,24.3,8.4,39.8,0.0,0.0,0.0,,0.0,0.0,38.2,33.8,206.3,1009.5,0.0,8.8,376.8,31.3,10.0,10.0,2023-02-11T07:14:55,2023-02-11T20:38:32,0.7,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999",Windy
"-33.3537,-70.6811",2023-02-12,31.1,15.1,23.2,29.1,15.1,22.8,6.9,37.2,0.0,0.0,0.0,,0.0,0.0,37.1,42.1,201.1,1010.9,4.4,9.4,373.6,31.0,10.0,10.0,2023-02-12T07:15:51,2023-02-12T20:37:35,0.74,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999",Windy
"-33.3537,-70.6811",2023-02-13,32.0,13.1,22.2,30.0,13.1,21.8,8.6,46.9,0.0,0.0,0.0,,0.0,0.0,36.4,34.0,205.0,1012.5,1.2,10.0,369.9,30.5,10.0,10.0,2023-02-13T07:16:47,2023-02-13T20:36:36,0.75,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999",Windy
"-33.3537,-70.6811",2023-02-14,32.4,14.8,24.0,30.3,14.8,23.4,6.8,36.7,0.0,0.0,0.0,,0.0,0.0,37.1,27.7,195.9,1012.3,0.0,9.9,366.2,30.3,10.0,10.0,2023-02-14T07:17:43,2023-02-14T20:35:37,0.8,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999",Windy
"-33.3537,-70.6811",2023-02-15,31.6,14.0,23.4,29.7,14.0,22.9,6.9,36.7,0.0,0.0,0.0,,0.0,0.0,37.8,33.5,193.8,1010.1,2.8,9.9,365.9,30.3,10.0,10.0,2023-02-15T07:18:38,2023-02-15T20:34:36,0.84,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999",Windy
"-33.3537,-70.6811",2023-02-16,29.0,14.6,21.4,28.0,14.6,21.2,9.2,47.2,0.1,100.0,4.17,rain,0.0,0.0,34.9,33.5,194.6,1011.3,1.7,10.0,343.6,28.6,10.0,10.0,2023-02-16T07:19:33,2023-02-16T20:33:34,0.87,Rain,Clear conditions throughout the day with afternoon rain.,rain,"SCEL,85577099999,85574099999",Rainy
"-33.3537,-70.6811",2023-02-17,30.2,13.0,21.6,28.8,13.0,21.3,8.1,44.5,0.2,100.0,4.17,rain,0.0,0.0,30.2,27.3,199.2,1010.7,3.4,9.9,353.2,29.3,10.0,10.0,2023-02-17T07:20:28,2023-02-17T20:32:31,0.91,Rain,Clear conditions throughout the day with afternoon rain.,rain,"SCEL,85577099999,85574099999",Rainy
"-33.3537,-70.6811",2023-02-18,30.3,14.7,22.6,28.8,14.7,22.3,7.7,39.5,0.5,100.0,8.33,rain,0.0,0.0,34.9,31.6,194.7,1012.6,5.5,10.0,342.7,28.4,10.0,10.0,2023-02-18T07:21:22,2023-02-18T20:31:27,0.94,Rain,Clear conditions throughout the day with afternoon rain.,rain,"SCEL,85577099999,85574099999",Rainy
"-33.3537,-70.6811",2023-02-19,32.1,13.9,23.4,30.3,13.9,22.9,9.6,46.3,0.0,0.0,0.0,,0.0,0.0,32.8,31.7,195.8,1013.6,6.4,10.0,348.2,28.9,10.0,10.0,2023-02-19T07:22:16,2023-02-19T20:30:22,0.98,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999",Windy
"-33.3537,-70.6811",2023-02-20,34.0,14.7,24.1,31.7,14.7,23.4,5.2,31.4,0.0,0.0,0.0,,0.0,0.0,31.3,33.7,197.7,1010.9,26.7,9.7,348.0,28.9,10.0,10.0,2023-02-20T07:23:09,2023-02-20T20:29:16,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999",Cloudy
"-33.3537,-70.6811",2023-02-21,32.5,15.0,23.7,30.5,15.0,23.2,7.6,38.0,0.2,100.0,4.17,rain,0.0,0.0,31.7,33.5,195.0,1009.8,5.4,9.6,340.2,28.1,10.0,10.0,2023-02-21T07:24:02,2023-02-21T20:28:09,0.04,Rain,Clear conditions throughout the day with afternoon rain.,rain,"SCEL,85577099999,85574099999",Rainy
"-33.3537,-70.6811",2023-02-22,30.2,12.0,21.2,28.6,12.0,21.0,9.1,49.0,0.0,0.0,0.0,,0.0,0.0,27.7,35.4,195.1,1014.3,2.8,9.7,326.8,27.0,9.0,10.0,2023-02-22T07:24:55,2023-02-22T20:27:02,0.08,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999",Windy
"-33.3537,-70.6811",2023-02-23,32.0,13.0,22.3,30.2,13.0,21.8,9.6,49.0,0.0,0.0,0.0,,0.0,0.0,31.7,34.1,190.7,1014.8,2.2,10.3,336.5,27.9,10.0,10.0,2023-02-23T07:25:47,2023-02-23T20:25:53,0.11,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,remote,85574099999",Windy
"-33.3537,-70.6811",2023-02-24,28.5,13.9,20.5,27.8,13.9,20.4,10.4,54.1,0.4,100.0,4.17,rain,0.0,0.0,32.0,33.5,190.5,1014.5,11.8,10.0,309.3,25.6,10.0,10.0,2023-02-24T07:26:39,2023-02-24T20:24:44,0.14,Rain,Clear conditions throughout the day with afternoon rain.,rain,"SCEL,85577099999,85574099999",Rainy
"-33.3537,-70.6811",2023-02-25,29.0,12.5,20.5,27.8,12.5,20.3,10.8,58.3,0.0,0.0,0.0,,0.0,0.0,32.8,31.8,199.4,1015.6,6.5,9.9,327.1,27.1,10.0,10.0,2023-02-25T07:27:31,2023-02-25T20:23:33,0.17,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999",Windy
"-33.3537,-70.6811",2023-02-26,33.0,13.9,23.6,30.9,13.9,23.0,8.6,43.9,0.0,0.0,0.0,,0.0,0.0,32.4,24.7,188.0,1014.4,0.2,9.8,346.1,28.7,10.0,10.0,2023-02-26T07:28:22,2023-02-26T20:22:22,0.21,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999",Windy
"-33.3537,-70.6811",2023-02-27,34.3,14.5,24.4,32.1,14.5,23.6,5.6,32.6,0.0,0.0,0.0,,0.0,0.0,33.1,31.0,195.6,1011.7,0.0,9.8,345.2,28.7,10.0,10.0,2023-02-27T07:29:13,2023-02-27T20:21:11,0.25,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999",Windy
"-33.3537,-70.6811",2023-02-28,32.0,12.5,22.3,29.8,12.5,21.7,5.7,37.3,0.0,0.0,0.0,,0.0,0.0,34.2,29.5,194.4,1014.0,0.0,10.0,343.0,28.5,10.0,10.0,2023-02-28T07:30:03,2023-02-28T20:19:58,0.27,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999",Windy
"-33.3537,-70.6811",2023-03-01,32.1,14.0,23.5,30.3,14.0,22.9,8.5,42.3,0.0,0.0,0.0,,0.0,0.0,36.7,23.1,193.1,1012.3,2.9,10.0,341.3,28.3,10.0,10.0,2023-03-01T07:30:53,2023-03-01T20:18:45,0.31,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999",Windy
"-33.3537,-70.6811",2023-03-02,34.0,14.0,23.1,31.8,14.0,22.6,8.7,43.6,0.0,0.0,0.0,,0.0,0.0,28.8,31.7,193.1,1009.1,13.0,9.9,328.4,27.2,10.0,10.0,2023-03-02T07:31:43,2023-03-02T20:17:31,0.34,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999",Windy
"-33.3537,-70.6811",2023-03-03,29.0,14.0,20.8,28.0,14.0,20.6,9.7,51.4,0.0,0.0,0.0,,0.0,0.0,33.8,25.9,185.1,1011.4,6.8,10.0,320.2,26.3,10.0,10.0,2023-03-03T07:32:32,2023-03-03T20:16:17,0.37,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999",Windy
"-33.3537,-70.6811",2023-03-04,33.2,14.1,23.7,31.5,14.1,23.1,10.7,48.5,0.0,0.0,0.0,,0.0,0.0,35.3,25.9,198.0,1011.0,0.2,10.0,328.4,27.2,10.0,10.0,2023-03-04T07:33:21,2023-03-04T20:15:02,0.4,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999",Windy
"-33.3537,-70.6811",2023-03-05,31.7,15.1,23.2,30.3,15.1,22.9,10.7,47.4,0.0,0.0,0.0,,0.0,0.0,32.8,23.6,185.4,1009.7,1.8,9.6,312.9,25.9,10.0,10.0,2023-03-05T07:34:10,2023-03-05T20:13:46,0.44,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999",Windy
"-33.3537,-70.6811",2023-03-06,27.0,14.0,20.4,27.0,14.0,20.4,12.1,61.1,1.1,100.0,16.67,rain,0.0,0.0,33.5,24.1,181.5,1013.5,5.5,9.8,289.0,23.8,9.0,10.0,2023-03-06T07:34:58,2023-03-06T20:12:30,0.47,Rain,Clear conditions throughout the day with afternoon rain.,rain,"SCEL,85577099999,85574099999",Rainy
"-33.3537,-70.6811",2023-03-07,31.0,14.9,21.5,29.8,14.9,21.3,11.5,56.0,0.1,100.0,4.17,rain,0.0,0.0,29.2,25.9,189.3,1012.6,14.2,9.7,315.9,25.8,10.0,10.0,2023-03-07T07:35:46,2023-03-07T20:11:14,0.5,Rain,Clear conditions throughout the day with afternoon rain.,rain,"SCEL,85577099999,85574099999",Rainy
"-33.3537,-70.6811",2023-03-08,29.5,15.0,21.2,28.6,15.0,21.0,11.7,58.0,0.0,0.0,0.0,,0.0,0.0,31.3,24.8,192.5,1015.5,26.5,10.0,302.7,25.2,9.0,10.0,2023-03-08T07:36:34,2023-03-08T20:09:57,0.54,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"SCEL,85577099999,85574099999",Cloudy
"-33.3537,-70.6811",2023-03-09,30.0,13.3,21.7,29.0,13.3,21.5,10.6,52.2,0.0,0.0,0.0,,0.0,0.0,33.8,31.7,192.7,1014.2,6.3,9.9,320.4,26.5,10.0,10.0,2023-03-09T07:37:21,2023-03-09T20:08:39,0.57,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999",Windy
"-33.3537,-70.6811",2023-03-10,29.3,14.9,21.7,28.3,14.9,21.5,10.4,51.1,0.0,0.0,0.0,,0.0,0.0,34.2,24.1,192.3,1013.6,1.7,10.0,315.5,26.1,10.0,10.0,2023-03-10T07:38:09,2023-03-10T20:07:21,0.61,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999",Windy
"-33.3537,-70.6811",2023-03-11,28.8,14.0,20.6,27.8,14.0,20.5,10.2,53.5,0.0,0.0,0.0,,0.0,0.0,33.5,25.3,191.1,1014.6,1.3,10.0,306.9,25.4,9.0,10.0,2023-03-11T07:38:55,2023-03-11T20:06:03,0.64,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999",Windy
"-33.3537,-70.6811",2023-03-12,27.3,12.7,19.5,27.1,12.7,19.5,11.2,61.4,0.0,0.0,0.0,,0.0,0.0,33.8,29.2,186.8,1015.7,20.7,9.8,301.2,24.9,9.0,10.0,2023-03-12T07:39:42,2023-03-12T20:04:45,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999",Cloudy
"-33.3537,-70.6811",2023-03-13,28.8,13.7,20.6,28.1,13.7,20.5,12.2,61.5,0.0,0.0,0.0,,0.0,0.0,31.7,27.8,196.1,1015.0,8.2,9.8,297.4,24.6,10.0,10.0,2023-03-13T07:40:28,2023-03-13T20:03:26,0.71,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999",Windy
"-33.3537,-70.6811",2023-03-14,28.7,14.0,21.4,28.3,14.0,21.3,12.1,58.4,0.1,100.0,4.17,rain,0.0,0.0,29.9,27.8,200.0,1014.7,3.0,9.8,291.9,24.1,9.0,10.0,2023-03-14T07:41:14,2023-03-14T20:02:07,0.75,Rain,Clear conditions throughout the day with afternoon rain.,rain,"SCEL,85577099999,85574099999",Rainy
"-33.3537,-70.6811",2023-03-15,29.0,13.2,20.8,27.6,13.2,20.7,4.0,34.1,0.0,0.0,0.0,,0.0,0.0,33.5,26.1,189.3,1017.2,0.3,10.0,293.9,24.6,9.0,10.0,2023-03-15T07:42:00,2023-03-15T20:00:48,0.79,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999",Windy
"-33.3537,-70.6811",2023-03-16,30.0,13.3,20.7,28.5,13.3,20.4,8.5,48.4,0.0,0.0,0.0,,0.0,0.0,29.2,27.7,181.7,1016.1,0.1,9.8,301.2,25.0,9.0,10.0,2023-03-16T07:42:46,2023-03-16T19:59:28,0.82,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999",Windy
"-33.3537,-70.6811",2023-03-17,29.0,13.5,20.7,28.2,13.5,20.6,12.0,60.8,0.0,0.0,0.0,,0.0,0.0,34.2,28.4,199.6,1016.2,0.3,9.6,301.8,25.0,9.0,10.0,2023-03-17T07:43:31,2023-03-17T19:58:08,0.86,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999",Windy
"-33.3537,-70.6811",2023-03-18,30.7,13.2,22.0,29.4,13.2,21.7,11.5,55.7,0.0,0.0,0.0,,0.0,0.0,38.5,27.7,197.7,1014.1,4.2,9.8,298.6,24.6,9.0,10.0,2023-03-18T07:44:16,2023-03-18T19:56:48,0.89,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999",Windy
"-33.3537,-70.6811",2023-03-19,32.0,14.5,22.9,30.2,14.5,22.5,10.4,48.8,0.0,0.0,0.0,,0.0,0.0,36.4,29.5,192.5,1012.8,0.0,10.0,296.2,24.5,9.0,10.0,2023-03-19T07:45:01,2023-03-19T19:55:28,0.93,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999",Windy
"-33.3537,-70.6811",2023-03-20,28.1,14.2,21.4,27.6,14.2,21.3,11.6,56.1,0.0,0.0,0.0,,0.0,0.0,33.1,33.8,194.5,1014.5,0.9,9.8,288.7,23.9,9.0,10.0,2023-03-20T07:45:46,2023-03-20T19:54:08,0.96,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999",Windy
"-33.3537,-70.6811",2023-03-21,32.0,13.2,21.7,30.1,13.2,21.3,10.6,55.1,0.0,0.0,0.0,,0.0,0.0,35.3,27.0,190.9,1014.9,0.4,9.7,282.6,23.5,9.0,10.0,2023-03-21T07:46:31,2023-03-21T19:52:48,0.0,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999",Windy
"-33.3537,-70.6811",2023-03-22,32.1,13.7,22.8,30.1,13.7,22.3,7.8,42.7,0.0,0.0,0.0,,0.0,0.0,34.9,27.7,199.5,1014.1,0.1,9.9,292.1,24.1,9.0,10.0,2023-03-22T07:47:15,2023-03-22T19:51:28,0.03,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999",Windy
"-33.3537,-70.6811",2023-03-23,33.2,13.0,23.1,30.9,13.0,22.4,4.7,33.9,0.0,0.0,0.0,,0.0,0.0,34.2,26.5,204.0,1012.9,0.0,9.4,291.6,24.0,9.0,10.0,2023-03-23T07:48:00,2023-03-23T19:50:08,0.06,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999",Windy
"-33.3537,-70.6811",2023-03-24,34.0,13.0,23.6,31.5,13.0,22.8,3.4,30.9,0.0,0.0,0.0,,0.0,0.0,31.3,30.6,202.3,1013.8,6.7,9.7,283.1,23.6,9.0,10.0,2023-03-24T07:48:44,2023-03-24T19:48:47,0.09,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999",Windy
"-33.3537,-70.6811",2023-03-25,32.4,13.0,22.5,30.1,13.0,21.9,2.6,30.0,0.0,0.0,0.0,,0.0,0.0,34.6,28.0,203.2,1014.0,0.0,9.7,288.8,24.0,9.0,10.0,2023-03-25T07:49:28,2023-03-25T19:47:27,0.13,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999",Windy
"-33.3537,-70.6811",2023-03-26,28.5,11.9,20.6,27.4,11.9,20.4,7.4,44.8,0.0,0.0,0.0,,0.0,0.0,29.5,27.7,182.9,1012.9,0.5,10.0,277.6,22.9,9.0,10.0,2023-03-26T07:50:12,2023-03-26T19:46:07,0.16,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999",Windy
"-33.3537,-70.6811",2023-03-27,27.1,11.8,19.2,26.7,11.8,19.1,9.4,56.1,0.0,0.0,0.0,,0.0,0.0,29.2,29.8,178.4,1012.4,0.1,9.7,270.6,22.4,9.0,10.0,2023-03-27T07:50:56,2023-03-27T19:44:47,0.19,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999",Windy
"-33.3537,-70.6811",2023-03-28,27.2,11.2,19.0,26.7,11.2,18.9,8.9,56.1,0.0,0.0,0.0,,0.0,0.0,28.4,31.7,188.4,1013.7,1.9,9.9,272.0,22.5,9.0,10.0,2023-03-28T07:51:40,2023-03-28T19:43:27,0.25,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999",Windy
"-33.3537,-70.6811",2023-03-29,28.1,11.9,19.7,27.2,11.9,19.6,9.2,55.1,0.0,0.0,0.0,,0.0,0.0,27.7,23.6,196.3,1015.2,13.6,9.8,267.1,22.1,9.0,10.0,2023-03-29T07:52:24,2023-03-29T19:42:08,0.26,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999",Windy
"-33.3537,-70.6811",2023-03-30,30.2,11.0,20.5,28.3,11.0,20.1,4.2,41.8,0.0,0.0,0.0,,0.0,0.0,28.4,28.0,191.5,1015.2,0.0,9.8,273.1,22.7,9.0,10.0,2023-03-30T07:53:07,2023-03-30T19:40:48,0.29,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999",Windy
"-33.3537,-70.6811",2023-03-31,33.0,10.6,21.7,30.6,10.6,21.0,1.7,30.9,0.0,0.0,0.0,,0.0,0.0,27.7,25.9,195.2,1014.2,0.0,9.0,274.8,22.8,9.0,10.0,2023-03-31T07:53:51,2023-03-31T19:39:29,0.32,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999",Windy
"-33.3537,-70.6811",2023-04-01,32.0,12.0,21.2,29.8,12.0,20.7,1.3,29.8,0.0,0.0,0.0,,0.0,0.0,28.4,25.9,197.1,1012.8,37.2,10.0,250.5,21.6,8.0,10.0,2023-04-01T07:54:34,2023-04-01T19:38:10,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999",Cloudy
"-33.3537,-70.6811",2023-04-02,30.0,12.7,21.0,28.1,12.7,20.6,4.6,37.1,0.0,0.0,0.0,,0.0,0.0,27.4,21.9,190.1,1013.2,16.4,10.0,262.1,21.9,9.0,10.0,2023-04-02T06:55:18,2023-04-02T18:36:51,0.39,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999",Windy
"-33.3537,-70.6811",2023-04-03,27.0,12.0,19.4,26.5,12.0,19.4,8.2,50.3,0.0,0.0,0.0,,0.0,0.0,27.4,22.3,177.7,1012.9,72.4,9.9,189.3,15.6,6.0,10.0,2023-04-03T06:56:02,2023-04-03T18:35:33,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999",Cloudy
"-33.3537,-70.6811",2023-04-04,30.3,12.0,20.6,28.5,12.0,20.2,6.5,44.7,0.0,0.0,0.0,,0.0,0.0,30.6,22.5,201.7,1010.9,7.6,10.0,260.6,21.7,9.0,10.0,2023-04-04T06:56:45,2023-04-04T18:34:15,0.45,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999",Windy
"-33.3537,-70.6811",2023-04-05,26.5,10.0,18.6,26.5,9.6,18.5,3.7,39.4,0.0,0.0,0.0,,0.0,0.0,28.8,21.1,180.6,1013.6,71.1,10.0,245.4,20.4,8.0,10.0,2023-04-05T06:57:28,2023-04-05T18:32:57,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999",Cloudy
"-33.3537,-70.6811",2023-04-06,30.0,11.6,20.3,28.3,11.6,20.0,5.0,39.8,0.0,0.0,0.0,,0.0,0.0,30.2,24.3,177.2,1015.1,34.3,10.0,253.5,21.0,8.0,10.0,2023-04-06T06:58:12,2023-04-06T18:31:39,0.5,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"SCEL,85577099999,85574099999",Cloudy
"-33.3537,-70.6811",2023-04-07,33.0,10.0,20.7,30.6,9.1,20.2,3.2,36.8,0.0,0.0,0.0,,0.0,0.0,29.2,20.5,187.3,1013.1,21.1,10.0,255.0,21.1,8.0,10.0,2023-04-07T06:58:55,2023-04-07T18:30:22,0.55,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"SCEL,85577099999,85574099999",Cloudy
"-33.3537,-70.6811",2023-04-08,30.0,10.6,19.9,28.2,10.6,19.5,1.8,35.6,0.0,0.0,0.0,,0.0,0.0,28.8,25.9,209.5,1013.7,0.9,9.7,255.6,21.0,8.0,10.0,2023-04-08T06:59:39,2023-04-08T18:29:06,0.59,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999",Windy
"-33.3537,-70.6811",2023-04-09,30.0,9.1,18.8,28.1,9.1,18.5,3.2,40.5,0.0,0.0,0.0,,0.0,0.0,26.3,21.8,186.5,1014.8,9.7,10.0,251.7,20.8,8.0,10.0,2023-04-09T07:00:22,2023-04-09T18:27:50,0.62,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999",Windy
"-33.3537,-70.6811",2023-04-10,30.0,9.3,19.4,28.2,9.3,19.1,4.5,41.9,0.0,0.0,0.0,,0.0,0.0,24.8,25.8,202.8,1013.6,30.6,9.9,246.4,20.3,8.0,10.0,2023-04-10T07:01:06,2023-04-10T18:26:34,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999",Cloudy
"-33.3537,-70.6811",2023-04-11,28.0,10.1,19.2,26.9,10.1,19.0,8.1,51.7,0.0,0.0,0.0,,0.0,0.0,28.1,25.9,183.8,1014.2,22.5,9.3,243.5,20.0,8.0,10.0,2023-04-11T07:01:50,2023-04-11T18:25:19,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999",Cloudy
"-33.3537,-70.6811",2023-04-12,22.0,11.0,16.9,22.0,11.0,16.9,10.0,65.2,0.0,0.0,0.0,,0.0,0.0,25.6,25.9,179.9,1013.5,89.8,10.0,200.9,16.7,7.0,10.0,2023-04-12T07:02:33,2023-04-12T18:24:05,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999",Cloudy
"-33.3537,-70.6811",2023-04-13,23.0,11.6,16.4,23.0,11.6,16.4,9.9,67.6,0.0,0.0,0.0,,0.0,0.0,28.1,32.4,180.8,1013.6,36.5,9.8,232.8,19.3,8.0,10.0,2023-04-13T07:03:17,2023-04-13T18:22:51,0.75,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"SCEL,85577099999,85574099999",Cloudy
"-33.3537,-70.6811",2023-04-14,20.0,8.9,14.1,20.0,8.9,14.1,9.2,73.5,0.0,0.0,0.0,,0.0,0.0,27.7,20.5,178.4,1015.6,51.3,9.9,198.1,16.3,7.0,10.0,2023-04-14T07:04:01,2023-04-14T18:21:37,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999",Cloudy
"-33.3537,-70.6811",2023-04-15,20.9,11.8,15.4,20.9,11.8,15.4,9.3,68.3,0.4,100.0,4.17,rain,0.0,0.0,27.0,20.5,186.1,1016.0,53.8,9.3,217.0,18.0,7.0,10.0,2023-04-15T07:04:44,2023-04-15T18:20:25,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"SCEL,85577099999,85574099999",Rainy
"-33.3537,-70.6811",2023-04-16,19.6,9.3,13.8,19.6,8.4,13.7,8.1,70.0,0.2,100.0,4.17,rain,0.0,0.0,31.3,16.7,184.3,1019.1,44.7,9.7,211.3,17.4,7.0,10.0,2023-04-16T07:05:28,2023-04-16T18:19:13,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"SCEL,85577099999,85574099999",Rainy
"-33.3537,-70.6811",2023-04-17,20.2,6.2,13.3,20.2,6.2,13.2,5.8,65.2,0.1,100.0,4.17,rain,0.0,0.0,29.2,22.2,191.3,1018.1,8.0,9.3,221.3,18.3,8.0,10.0,2023-04-17T07:06:12,2023-04-17T18:18:01,0.91,Rain,Clear conditions throughout the day with afternoon rain.,rain,"SCEL,85577099999,85574099999",Rainy
